TCS, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
791, ALBION RD , MARTIN GROVE RD ,08/30/1968,43.7419800000,-79.5942400000,05-24-2016,24263,1831
792, BLOOR ST W , THE EAST MALL ,12/11/1965,43.6369500000,-79.5567000000,09-18-2012,29287,742
793, BLOOR ST W , THE WEST MALL ,07/16/1965,43.6356400000,-79.5623000000,06-07-2016,22993,1170
794, DIXON RD , 401 X E DIXON W RAMP ,12/20/1968,43.6922600000,-79.5677100000,12-13-2016,21135,2
795, WESTON RD , GAYDON AVE ,12/17/1969,43.7203700000,-79.5374600000,05-10-2012,19649,386
796, CALEDONIA RD , KITCHENER AVE ,10/23/1962,43.6890200000,-79.4605400000,04-26-2010,7984,569
797, CALEDONIA RD , CASTLEFIELD AVE ,10/23/1962,43.6984600000,-79.4635100000,10-22-2012,17695,330
798, CASTLEFIELD AVE , KINCORT ST ,08/16/1967,43.6970300000,-79.4679500000,08-15-2011,9947,67
799, OAKWOOD AVE , ROGERS RD ,03/14/1969,43.6871500000,-79.4386800000,09-20-2011,13218,1539
800, ROGERS RD , CALEDONIA RD ,10/23/1962,43.6831100000,-79.4580100000,04-27-2010,16541,1438
801, ROGERS RD , SILVERTHORN AVE ,10/23/1962,43.6827900000,-79.4633100000,06-14-2010,9706,1050
802, VAUGHAN RD , WINONA DR ,08/25/1960,43.6899300000,-79.4357500000,03-13-2013,6617,219
803, OAKWOOD AVE , VAUGHAN RD ,08/25/1960,43.6926600000,-79.4408200000,02-15-2018,12014,1273
804, MARLEE AVE , GLENCAIRN AVE ,01/31/1958,43.7090000000,-79.4437800000,09-19-2011,13277,952
805, MARLEE AVE , ROSELAWN AVE ,12/16/1969,43.7022700000,-79.4410800000,09-20-2011,13325,1280
806, CUMMER AVE , WILLOWDALE AVE ,09/29/1964,43.7886700000,-79.4099300000,12-08-2011,16804,278
807, FINCH AVE E , WILLOWDALE AVE ,09/17/1964,43.7816500000,-79.4070900000,02-22-2017,24035,641
808, FINCH AVE W , SENTINEL RD ,03/12/1968,43.7610800000,-79.4999700000,07-06-2016,19759,3050
809, FINCH AVE W , 400 N FINCH E RAMP ,07/16/1969,43.7549300000,-79.5286100000,12-07-2016,35518,26
810, FINCH AVE W , SIGNET DR ,07/02/1968,43.7533100000,-79.5362500000,12-03-2009,34065,435
811, FINCH AVE W , MILVAN DR ,02/27/1968,43.7499900000,-79.5522700000,11-29-2010,23803,1329
812, FINCH AVE W , SENLAC RD ,11/28/1966,43.7765100000,-79.4302300000,11-29-2016,17028,557
813, WILSON AVE , CLAYSON RD ,06/07/1965,43.7177400000,-79.5230300000,06-11-2016,14275,152
814, WILSON AVE , HWY 401 WB OFF RAMP ,11/23/1964,43.7366200000,-79.4378500000,06-15-2015,15426,655
815, WILSON AVE , LEXFIELD AVE ,03/12/1968,43.7234100000,-79.4968000000,04-07-2016,14784,461
816, EASTERN AVE , CHERRY ST ,12/17/1964,43.6539000000,-79.3585000000,05-04-2016,15431,1266
817, BROADVIEW AVE , EASTERN AVE ,12/15/1950,43.6566500000,-79.3488600000,04-27-2016,13578,226
818, EASTERN AVE , LOGAN AVE ,08/10/1953,43.6578700000,-79.3413770000,08-17-2015,10832,609
819, EASTERN AVE , CARLAW AVE ,06/28/1951,43.6584200000,-79.3389400000,06-11-2016,13597,385
820, LAKE SHORE BLVD E , CHERRY ST ,09/20/1968,43.6481900000,-79.3547500000,11-30-2009,10659,390
821, QUEENS QUAY E , LOWER JARVIS ST ,12/06/1962,43.6439400000,-79.3689700000,03-30-2009,7542,922
822, DON MILLS RD , WYNFORD DR ,01/01/1961,43.7230500000,-79.3395600000,03-31-2009,25791,1249
823, TRETHEWEY DR , TODD BAYLIS BLVD ,06/08/1980,43.6952300000,-79.4876100000,05-05-2011,8060,573
824, WOODBINE AVE , CORLEY AVE ,12/14/1955,43.6764800000,-79.3089400000,04-02-2015,10426,698
825, COLLEGE ST , MC CAUL ST ,12/05/1961,43.6592100000,-79.3934500000,01-17-2017,11346,7722
826, COLLEGE ST , AUGUSTA AVE ,12/21/1961,43.6574300000,-79.4031800000,01-17-2017,10055,3491
827, COLLEGE ST , BEVERLEY ST ,08/17/1929,43.6587000000,-79.3959800000,01-16-2017,13259,16624
828, COLLEGE ST , GRACE ST ,03/18/1952,43.6550000000,-79.4156100000,01-14-2017,7478,4262
829, COLLEGE ST , OSSINGTON AVE ,10/06/1948,43.6544300000,-79.4226800000,01-16-2017,13223,5290
830, COLLEGE ST , DOVERCOURT RD ,08/10/1948,43.6536400000,-79.4263800000,01-16-2017,11340,4611
831, COLLEGE ST , LANSDOWNE AVE ,10/14/1948,43.6510000000,-79.4400200000,01-14-2017,11489,1621
832, RONCESVALLES AVE , HIGH PARK BLVD ,11/15/1955,43.6463600000,-79.4490300000,07-11-2013,6002,2052
833, RONCESVALLES AVE , HOWARD PARK AVE ,01/01/1962,43.6515200000,-79.4510400000,01-19-2009,8973,1781
834, HARBORD ST , BRUNSWICK AVE ,05/30/1950,43.6622700000,-79.4059700000,04-29-2010,8846,1887
835, HARBORD ST , GRACE ST ,03/08/1955,43.6599600000,-79.4174700000,05-12-2010,9549,1833
836, OSSINGTON AVE , HARBORD ST ,09/20/1956,43.6585400000,-79.4243100000,04-26-2012,11364,894
837, ST GEORGE ST , WILLCOCKS ST ,01/24/1963,43.6621000000,-79.3976000000,02-06-2012,5840,5051
838, ST GEORGE ST , HARBORD ST ,11/19/1948,43.6641100000,-79.3984100000,01-13-2010,10431,21163
839, HOSKIN AVE , TOWER RD ,09/20/1960,43.6647000000,-79.3957200000,10-03-2011,6686,3033
840, DUPONT ST , SPADINA RD ,03/07/1941,43.6748800000,-79.4071100000,04-28-2016,20652,4549
841, DUPONT ST , CHRISTIE ST ,01/04/1946,43.6716500000,-79.4215600000,06-11-2016,15016,2610
842, DUPONT ST , OSSINGTON AVE ,08/29/1952,43.6701100000,-79.4290400000,06-11-2016,15570,1091
843, DOVERCOURT RD , DUPONT ST ,06/20/1957,43.6697300000,-79.4327300000,06-11-2016,15077,691
844, LANSDOWNE AVE , DUPONT ST ,10/15/1948,43.6667500000,-79.4464200000,06-11-2016,18677,2331
845, DUPONT ST , SYMINGTON AVE ,05/31/1950,43.6657600000,-79.4512600000,06-11-2016,13417,1581
846, ANNETTE ST , HIGH PARK AVE ,01/06/1950,43.6628800000,-79.4692400000,05-28-2009,10236,1068
847, ANNETTE ST , RUNNYMEDE RD ,01/10/1948,43.6600600000,-79.4799700000,08-11-2011,12443,1346
848, RUNNYMEDE RD , ST JOHNS RD ,02/23/1966,43.6638200000,-79.4813400000,08-20-2009,7148,765
849, HALLAM ST , DOVERCOURT RD ,06/16/1961,43.6671718000,-79.4316982000,06-14-2012,7058,1267
850, OSSINGTON AVE , HALLAM ST ,01/03/1957,43.6679600000,-79.4281300000,08-15-2013,8371,699
851, LANSDOWNE AVE , WALLACE AVE ,11/27/1961,43.6623561000,-79.4444271000,08-27-2012,10502,1974
852, SPADINA RD , LONSDALE RD ,01/01/1967,43.6886900000,-79.4126500000,08-13-2009,8695,4816
853, SPADINA RD , OLD FOREST HILL RD ,01/01/1967,43.6990100000,-79.4170400000,12-11-2008,9339,664
854, DUPLEX AVE , CASTLEFIELD AVE ,06/03/1954,43.7114900000,-79.4012500000,10-10-2012,7313,1144
855, DUPLEX AVE , GLENGROVE AVE W ,07/04/1953,43.7188910000,-79.4039490000,10-22-2012,6313,720
856, YONGE ST , PATRICIA AVE ,09/16/1977,43.7902600000,-79.4181300000,07-03-2012,24599,1121
857, WILSON AVE , DUBRAY AVE ,07/01/1970,43.7282100000,-79.4777500000,03-08-2016,17962,1641
858, LAWRENCE AVE E , ORTON PARK RD ,10/14/1969,43.7640700000,-79.2056300000,12-16-2010,15279,654
859, DANFORTH RD , SAVARIN ST ,08/01/1970,43.7432400000,-79.2450300000,05-26-2016,13257,748
860, ST CLAIR AVE W , DEER PARK CRES ,09/18/1969,43.6873000000,-79.3980000000,08-24-2015,11639,6520
861, SHEPPARD AVE W , ARROW RD ,02/01/1970,43.7357400000,-79.5293400000,03-01-2014,10062,34
862, SHEPPARD AVE E , MIDLAND AVE ,08/27/1969,43.7853700000,-79.2785500000,12-10-2016,24715,1223
863, SHEPPARD AVE E , ALLANFORD RD ,10/12/1969,43.7821400000,-79.2934600000,04-02-2014,14419,1398
864, VICTORIA PARK AVE , CONSUMERS RD ,08/24/1971,43.7719400000,-79.3215500000,10-17-2013,31063,2504
865, EVANS AVE , EVANS W 427 C N RAMP ,11/20/1969,43.6112500000,-79.5467200000,11-24-2016,14078,51
866, EVANS AVE , 427 C S EVANS RAMP ,08/07/1969,43.6105584400,-79.5493385500,11-24-2016,13799,208
867, YONGE ST , GROSVENOR ST ,02/17/1970,43.6630100000,-79.3837600000,11-07-2016,8449,11734
868, LESLIE ST , FINCH AVE E ,06/25/1969,43.7900500000,-79.3681200000,11-23-2015,29661,1294
869, FINCH AVE E , DON MILLS RD ,12/30/1970,43.7926800000,-79.3547200000,02-10-2011,32467,2482
870, FINCH AVE W , NORFINCH DR ,11/27/1969,43.7559700000,-79.5242800000,09-25-2012,36041,1708
871, WARDEN AVE , HUNTINGWOOD DR ,05/02/1970,43.7855000000,-79.3109400000,02-06-2012,20990,341
872, BAYVIEW AVE , GARNIER CRT ,11/26/1986,43.7991500000,-79.3951600000,01-30-2018,16921,640
873, DUFFERIN ST , PLAYFAIR AVE ,01/05/1990,43.7107100000,-79.4540100000,04-11-2016,17383,1486
874, BURNHAMTHORPE RD , RENFORTH DR ,10/11/1969,43.6433570000,-79.5724476000,12-05-2016,20486,312
875, BURNHAMTHORPE RD , THE WEST MALL ,06/17/1969,43.6446300000,-79.5672000000,12-05-2016,26965,1668
876, QUEEN ST E , PAPE AVE ,08/31/1970,43.6616300000,-79.3376700000,08-27-2009,8561,2583
877, MARKHAM RD , PAINTED POST DR ,12/19/1969,43.7676200000,-79.2283300000,04-08-2014,15510,500
878, MARKHAM RD , PROGRESS AVE ,07/09/1969,43.7818300000,-79.2339300000,04-05-2014,31295,475
879, MARTIN GROVE RD , RATHBURN RD ,09/29/1969,43.6571100000,-79.5551900000,05-09-2016,13280,152
880, EGLINTON AVE W , BLACKTHORN AVE ,06/08/1970,43.6919800000,-79.4653500000,10-15-2012,14756,743
881, DUNDAS ST W , CLOVERDALE MALL ,12/18/1969,43.6289496800,-79.5551328500,04-12-2017,20729,132
882, DUNDAS ST W , THE WEST MALL ,07/07/1972,43.6279901500,-79.5590915700,12-12-2017,28800,33
883, DUNDAS ST W , NEILSON DR ,09/18/1969,43.6273800000,-79.5623700000,11-25-2015,28100,223
884, BERMONDSEY RD , SUNRISE AVE ,07/29/1970,43.7169900000,-79.3133100000,02-19-2013,8166,142
885, BIRCHMOUNT RD , COMSTOCK RD ,08/13/1970,43.7237200000,-79.2753100000,12-14-2016,10556,217
886, BIRCHMOUNT RD , BERTRAND AVE ,08/13/1970,43.7352270000,-79.2798620000,12-14-2016,17228,177
887, THE QUEENSWAY , 427 C S QUEENSWAY RAMP ,11/20/1969,43.6150127500,-79.5524623400,12-15-2011,31020,26
888, KIPLING AVE , KINGSVIEW BLVD ,02/26/1970,43.6969400000,-79.5598400000,05-19-2015,13903,310
889, ELLESMERE RD , SCARBOROUGH GOLF CLUB RD ,12/16/1969,43.7785350000,-79.2222340000,02-27-2016,13183,190
890, FINCH AVE W , WILMINGTON AVE ,05/21/1970,43.7702700000,-79.4607100000,11-29-2016,16903,698
891, KINGSTON RD , GLEN EVEREST RD ,02/06/1970,43.6977800000,-79.2565800000,02-09-2010,10822,349
892, EVANS AVE , THE EAST MALL ,01/01/1967,43.6119200000,-79.5437900000,07-30-2013,13636,131
893, BROWNS LINE , EVANS BROWNS LI RAMP ,11/27/1969,43.6090609600,-79.5483085500,04-04-2017,17551,106
894, DUFFERIN ST , WINGOLD AVE ,01/29/1970,43.7038700000,-79.4524600000,04-11-2016,16771,763
895, BAY ST , YORKVILLE AVE ,08/01/1970,43.6713900000,-79.3901700000,10-18-2016,11870,8385
896, BAY ST , DAVENPORT RD ,06/30/1970,43.6730900000,-79.3908400000,03-29-2016,15657,1507
897, DON MILLS RD , HAVENBROOK BLVD ,01/01/1965,43.7695900000,-79.3465000000,06-18-2013,21973,1176
898, PARKWOODS VILLAGE DR , GISBURN RD ,06/29/1970,43.7601600000,-79.3220100000,04-05-2016,11826,800
899, BATHURST ST , CEDARCROFT BLVD ,08/26/1970,43.7839400000,-79.4455300000,09-04-2013,24124,1265
900, DUPONT ST , SHAW ST ,10/08/1970,43.6705581000,-79.4265976000,04-28-2016,11994,867
901, ELLESMERE RD , NEILSON RD ,06/26/1970,43.7826800000,-79.2049700000,02-27-2016,10871,1490
902, MARTIN GROVE RD , MERCURY RD ,07/13/1970,43.7260600000,-79.5866900000,05-03-2016,10638,217
903, DUNDAS ST E , SUMACH ST ,08/14/1970,43.6607000000,-79.3604600000,04-13-2015,8486,1513
904, THE EAST MALL , EAST MALL CRES ,07/15/1970,43.6313700000,-79.5523900000,11-25-2014,13881,233
905, EGLINTON AVE W , JANE ST ,11/27/1970,43.6845100000,-79.4988100000,08-18-2011,29408,1265
906, SHEPPARD AVE E , CONSUMERS RD ,06/22/1970,43.7751600000,-79.3312200000,10-17-2013,20361,1571
907, EGLINTON AVE W , THE EAST MALL ,01/01/1960,43.6718800000,-79.5712800000,12-07-2011,17176,127
908, ISLINGTON AVE , JUTLAND RD ,10/21/1970,43.6289900000,-79.5169700000,09-18-2013,18102,708
909, YONGE ST , GOULD ST ,08/28/1984,43.6574200000,-79.3813400000,11-05-2016,4591,11381
910, BLOOR ST W , SHAVER AVE N ,07/30/1970,43.6390400000,-79.5477600000,09-19-2012,14424,333
911, THE QUEENSWAY , THE EAST MALL ,11/20/1969,43.6164700000,-79.5462500000,09-04-2013,28554,222
912, THE QUEENSWAY , THE WEST MALL ,10/08/1970,43.6123500000,-79.5626600000,09-19-2017,28233,70
913, BAY ST , ELM ST ,12/14/1970,43.6572900000,-79.3843800000,11-10-2016,12509,16952
914, WARDEN AVE , MANHATTAN DR ,10/12/1970,43.7519600000,-79.2973900000,05-05-2015,19109,230
915, DUNDAS ST W , EAST MALL CRES ,05/15/1969,43.6304100000,-79.5498300000,02-14-2013,26788,850
916, YORK MILLS RD , LESMILL RD ,12/23/1970,43.7547100000,-79.3520200000,03-09-2016,20963,1872
917, THE QUEENSWAY , NORTH QUEEN ST ,02/17/1971,43.6142500000,-79.5561800000,01-21-2009,26239,684
918, BATHURST ST , VESTA DR ,12/23/1970,43.7034000000,-79.4259000000,04-01-2015,15765,1016
919, KENNEDY RD , 401 C W KENNEDY RD RAMP ,08/21/1970,43.7762606500,-79.2853734800,12-12-2017,34082,49
920, KENNEDY RD , 401 C E KENNEDY RD RAMP ,08/21/1970,43.7731340200,-79.2840707600,06-23-2011,36406,137
921, YONGE ST , CHARLES ST E ,06/30/1971,43.6686900000,-79.3860900000,08-11-2010,12471,12829
922, PARLIAMENT ST , WINCHESTER ST ,06/05/1971,43.6658800000,-79.3686100000,02-29-2012,8778,4496
923, EVANS AVE , EVANS CRT ,02/17/1971,43.6089900000,-79.5564200000,07-31-2013,13646,277
924, BLOOR ST W , MILL RD ,06/24/1970,43.6320546000,-79.5751457000,09-18-2012,11986,826
925, RENFORTH DR , RENFORTH 427 S RAMP ,09/15/1989,43.6676300300,-79.5907752000,07-20-2017,22639,8
926, EGLINTON AVE W , RENFORTH DR ,06/26/1970,43.6661300000,-79.5876000000,01-19-2017,24741,514
927, WARDEN AVE , ARKONA DR ,08/12/1972,43.7731200000,-79.3052900000,11-12-2014,23944,353
928, KEELE ST , BROADOAKS DR ,12/07/1971,43.7574500000,-79.4895000000,02-23-2016,15375,1532
929, THE WEST MALL , SHERWAY DR ,02/17/1971,43.6094300000,-79.5602800000,03-28-2011,13642,1478
930, LAKE SHORE BLVD W , ONTARIO DR ,08/23/1959,43.6304560000,-79.4198340000,01-24-2018,24528,189
931, ELLESMERE RD , DORMINGTON DR ,08/25/1971,43.7776100000,-79.2266000000,02-10-2016,13956,857
932, LAWRENCE AVE E , CARNFORTH RD ,08/27/1971,43.7415400000,-79.3142100000,04-09-2009,27327,1123
933, JANE ST , YORKWOODS GT ,08/25/1971,43.7507300000,-79.5160700000,12-16-2014,14032,1355
934, STEELES AVE E , LESLIE ST ,08/23/1971,43.8085600000,-79.3724500000,01-24-2018,28358,212
935, STEELES AVE E , LAURELEAF RD S ,09/09/1971,43.8056000000,-79.3857800000,03-26-2014,21204,301
936, RATHBURN RD , THE EAST MALL ,10/11/1970,43.6549900000,-79.5642300000,03-19-2008,11853,476
937, RATHBURN RD , THE WEST MALL ,10/11/1970,43.6530200000,-79.5725500000,03-06-2017,13816,725
938, SHEPPARD AVE E , MCCOWAN RD ,07/14/1971,43.7896400000,-79.2588300000,05-02-2015,34425,2423
939, MCCOWAN RD , 401 C W MCCOWAN RD S RAMP ,07/21/1971,43.7827234600,-79.2554515600,05-02-2015,38670,206
940, MCCOWAN RD , CONSILIUM PL ,07/21/1971,43.7796000000,-79.2541120000,05-02-2015,34231,99
941, PHARMACY AVE , COMSTOCK RD ,06/10/1971,43.7193200000,-79.2949100000,02-08-2018,19646,325
942, WESTON RD , OAK ST ,10/14/1971,43.7077700000,-79.5335400000,01-17-2012,17286,588
943, JANE ST , JOHN ST ,10/29/1971,43.7066500000,-79.5048100000,09-27-2010,16819,1034
944, DANFORTH AVE , MONARCH PARK AVE ,11/17/1971,43.6826000000,-79.3271400000,05-07-2015,11318,1972
945, YONGE ST , POYNTZ AVE ,08/26/1987,43.7599800000,-79.4105200000,12-02-2015,33436,3822
946, KIPLING AVE , TORLAKE CRES ,10/09/1971,43.6115600000,-79.5225400000,12-16-2014,10565,114
947, ISLINGTON AVE , FINCH AVE W ,03/09/1971,43.7462500000,-79.5686000000,04-26-2014,24836,596
948, BURNHAMTHORPE RD , THE EAST MALL ,11/05/1970,43.6463300000,-79.5600400000,12-03-2016,20250,515
949, BURNHAMTHORPE RD , 427 C N BURNHAMTHORPE RAMP ,09/29/1971,43.6458547500,-79.5618676400,12-13-2016,27046,69
950, BURNHAMTHORPE RD , 427 C S RATHBURN E RAMP ,09/29/1971,43.6450803000,-79.5651499400,05-20-2015,26578,147
951, MCCOWAN RD , BRIMORTON DR ,09/15/1971,43.7654400000,-79.2489400000,04-29-2015,18068,319
952, LESLIE ST , CUMMER AVE ,12/20/1971,43.8013200000,-79.3707100000,11-08-2016,18360,1448
953, DIXON RD , ATTWELL DR ,01/01/1971,43.6879600000,-79.5868100000,11-29-2016,23800,543
954, EGLINTON AVE W , 27 401 427 EGLINTON E RAMP ,01/01/1971,43.6739440300,-79.5675552200,12-12-2011,30975,0
955, ISLINGTON AVE , ST ANDREWS BLVD ,08/29/1975,43.7013400000,-79.5486600000,04-24-2014,19941,1212
956, KEELE ST , CANARCTIC DR ,07/01/1972,43.7752600000,-79.4939900000,02-23-2016,16169,891
957, MARKHAM RD , TUXEDO CRT ,12/21/1971,43.7795600000,-79.2329600000,03-29-2014,25842,807
958, WARDEN AVE , METROPOLITAN RD ,12/17/1971,43.7672300000,-79.3027900000,11-19-2014,25357,126
959, KENNEDY RD , WICKWARE GT ,12/30/1971,43.7532500000,-79.2762900000,08-05-2015,19566,416
960, FINCH AVE W , DUNCANWOODS DR ,12/20/1971,43.7488200000,-79.5576800000,07-21-2010,17376,1441
961, FINCH AVE W , DRIFTWOOD AVE ,01/12/1971,43.7580800000,-79.5133900000,07-19-2010,19264,2202
962, JANE ST , GRANDRAVINE DR ,07/01/1972,43.7471100000,-79.5151100000,01-13-2014,14932,797
963, LAKE SHORE BLVD E , COXWELL AVE ,06/07/1972,43.6622800000,-79.3148400000,05-09-2016,18465,293
964, ROGERS RD , BICKNELL AVE ,10/10/1990,43.6819300000,-79.4742000000,04-13-2016,10522,516
965, LESLIE ST , NYMARK AVE ,06/29/1972,43.7783100000,-79.3653000000,01-10-2011,14692,318
966, STEELES AVE E , MAXOME AVE ,06/15/1972,43.8010600000,-79.4062400000,03-26-2014,20094,203
967, JANE ST , SHOREHAM DR ,02/06/1972,43.7688400000,-79.5203900000,09-20-2017,17925,2428
968, AVENUE RD , YORKVILLE AVE ,08/31/1972,43.6704800000,-79.3947800000,10-18-2016,12869,4860
969, DANFORTH RD , SEMINOLE AVE ,08/31/1972,43.7478200000,-79.2445000000,05-26-2016,13354,258
970, MARKHAM RD , 401 C E MARKHAM RD N RAMP ,05/27/1971,43.7838694000,-79.2349253900,06-07-2014,32856,14
971, MARKHAM RD , 401 C W MARKHAM RD S RAMP ,12/22/1971,43.7870251500,-79.2362029300,03-29-2014,34942,19
972, JANE ST , STONG CRT ,10/16/1972,43.7619200000,-79.5188100000,01-13-2014,13856,1516
973, JANE ST , HEATHROW DR ,10/26/1972,43.7249000000,-79.5095800000,10-20-2014,18009,842
974, EGLINTON AVE W , WINCOTT DR ,07/20/1972,43.6785600000,-79.5449200000,12-09-2013,23515,201
975, BURNHAMTHORPE RD , OLD BURNHAMTHORPE RD ,08/24/1972,43.6426000000,-79.5759200000,11-30-2016,18979,525
976, MARKHAM RD , BLAKEMANOR BLVD ,10/23/1972,43.7510400000,-79.2222400000,04-08-2014,14181,475
977, SCARBOROUGH GOLF CLUB RD , BRIMORTON DR ,08/23/1972,43.7698300000,-79.2186700000,09-29-2010,9156,772
978, YORK MILLS RD , VALENTINE DR ,10/23/1972,43.7570829500,-79.3413680800,03-09-2016,18501,237
979, BATHURST ST , CARSCADDEN DR ,06/16/1972,43.7654600000,-79.4408700000,03-23-2015,18638,275
980, BATHURST ST , STAFFORD RD ,10/24/1972,43.7708800000,-79.4422200000,06-25-2014,17649,195
981, BATHURST ST , BAYCREST AVE ,05/16/1973,43.7296300000,-79.4321300000,03-31-2015,18651,1584
982, VICTORIA PARK AVE , CRESCENT TOWN RD ,01/22/1973,43.6965600000,-79.2904600000,08-01-2013,9902,363
983, LAWRENCE AVE E , MANSE RD ,09/27/1972,43.7706276000,-79.1762578000,10-22-2014,11211,497
984, BAY ST , CHARLES ST W ,08/31/1972,43.6682200000,-79.3888500000,11-10-2016,13272,14606
985, DIXON RD , CHETTA PL ,07/07/1972,43.6958500000,-79.5521100000,11-29-2016,15838,682
986, STEELES AVE E , WILLOWDALE AVE ,07/17/1972,43.7992600000,-79.4144400000,03-26-2014,20904,236
987, BIRCHMOUNT RD , HUNTINGWOOD DR ,06/23/1972,43.7904500000,-79.3022700000,12-10-2016,14889,162
988, DANFORTH RD , WOLFE AVE ,10/11/1972,43.7274000000,-79.2526300000,05-26-2016,10665,925
989, PARK LAWN RD , GARDINER E PARK LAWN RD RAMP ,12/20/1974,43.6256480000,-79.4861550400,10-06-2016,17018,314
990, MARKHAM RD , LUELLA ST ,07/25/1972,43.7450700000,-79.2197000000,04-08-2014,12478,925
991, WILSON AVE , YONGE BLVD ,11/09/1972,43.7413200000,-79.4152200000,11-29-2016,16712,1166
992, FINCH AVE W , MARTIN GROVE RD ,06/14/1972,43.7368100000,-79.5917000000,02-29-2016,19690,2368
993, CHURCH ST , GOULD ST ,07/26/1973,43.6582070000,-79.3778242000,11-08-2016,7288,23017
994, VICTORIA PARK AVE , VAN HORNE AVE ,05/17/1973,43.7892700000,-79.3295700000,11-03-2010,16025,674
995, LAWRENCE AVE E , MARCOS BLVD ,04/05/1972,43.7527500000,-79.2591900000,10-26-2010,17937,869
996, MCCOWAN RD , ST ANDREWS RD ,05/22/1973,43.7600700000,-79.2468610000,04-29-2015,15117,159
997, ELLESMERE RD , BOROUGH APPROACH E ,04/30/1973,43.7713000000,-79.2556600000,04-05-2016,16361,147
998, FINCH AVE W , GOLDFINCH CRT ,10/26/1973,43.7723300000,-79.4509300000,12-17-2012,18577,1154
999, FINCH AVE E , ALAMOSA DR ,11/15/1972,43.7891800000,-79.3732800000,11-30-2016,18138,197
1000, FINCH AVE W , ALNESS ST ,08/28/1973,43.7678600000,-79.4714800000,11-29-2016,24099,1099
1001, ALBION RD , FINCH AVE W ,11/15/1972,43.7411700000,-79.5892000000,05-24-2016,26513,2920
1002, FINCH AVE W , TOBERMORY DR ,09/14/1973,43.7593000000,-79.5079200000,02-14-2013,16540,817
1003, SPADINA RD , BERNARD AVE ,09/19/1973,43.6721900000,-79.4060200000,03-09-2017,9574,1020
1004, LAWRENCE AVE W , SHERMOUNT AVE ,09/13/1973,43.7167300000,-79.4413400000,08-03-2011,18684,624
1005, LAWRENCE AVE E , GREENCREST CRCT ,05/31/1973,43.7603300000,-79.2229700000,04-06-2010,19547,1352
1006, LAWRENCE AVE E , GREENBRAE CRCT ,04/12/1973,43.7587600000,-79.2304300000,10-06-2010,17512,990
1007, JANE ST , YEWTREE BLVD ,06/18/1973,43.7548600000,-79.5170700000,12-16-2014,16393,2131
1008, JANE ST , GILTSPUR DR ,06/06/1973,43.7345800000,-79.5119000000,12-15-2011,16273,181
1009, MOUNT PLEASANT RD , SOUDAN AVE ,06/20/1973,43.7061100000,-79.3892400000,01-17-2017,15587,1802
1010, SHEPPARD AVE W , ARLETA AVE ,09/20/1973,43.7415700000,-79.5014900000,03-05-2014,18208,1591
1011, EGLINTON AVE W , BICKNELL AVE ,09/07/1973,43.6896900000,-79.4771700000,11-12-2012,16064,1035
1012, LESLIE ST , VAN HORNE AVE ,08/17/1973,43.7837600000,-79.3665400000,11-30-2009,16128,289
1013, KINGSTON RD , FENWOOD HTS ,09/26/1973,43.7275200000,-79.2297400000,10-06-2010,22778,974
1014, SHEPPARD AVE E , PROVOST DR ,07/30/1981,43.7703030500,-79.3714667600,03-22-2014,21304,512
1015, VICTORIA PARK AVE , FINCH AVE E ,12/09/1973,43.7931700000,-79.3314100000,12-03-2016,26024,2183
1016, BLOOR ST W , MARKLAND DR ,06/11/1973,43.6335922900,-79.5707532800,05-28-2012,11386,280
1017, BELLAMY RD N , BRIMORTON DR ,09/28/1973,43.7674600000,-79.2391400000,08-10-2016,11683,159
1018, HORNER AVE , THIRTIETH ST ,12/17/1973,43.6042800000,-79.5337200000,12-01-2009,8574,350
1019, GERRARD ST E , ONTARIO ST ,11/17/1972,43.6618000000,-79.3696900000,07-27-2010,7438,1633
1020, MCCOWAN RD , PITFIELD RD ,11/14/1973,43.7874000000,-79.2572600000,04-14-2014,28954,390
1021, KENNEDY RD , FINCH AVE E ,09/28/1973,43.8013000000,-79.2966000000,12-03-2016,30023,1670
1022, DAVENPORT RD , LAUGHTON AVE ,10/16/1973,43.6703500000,-79.4557800000,11-12-2012,8170,1293
